DPPressure,ROPenetration,WOBit,HLoad,WBoPressure,BTBR,WellDepth,FPress
598.6453,33.71595,6867.652,343154.8,6950.125,12681.03,12681.03,7603.182
598.6459,33.70501,6810.268,343212.2,6950.127,12681.03,12681.03,7603.183
598.645,33.71955,6879.126,343143.3,6950.127,12681.03,12681.03,7603.183
598.6458,33.70607,6812.566,343209.9,6950.129,12681.04,12681.04,7603.183
598.6451,33.72182,6879.131,343141.0,6950.13,12681.04,12681.04,7603.183
598.646,33.70689,6819.456,343209.8,6950.132,12681.04,12681.04,7603.184
598.6454,33.72313,6881.435,343141.0,6950.133,12681.04,12681.04,7603.184
598.6458,33.70547,6826.338,343196.1,6950.135,12681.05,12681.05,7603.184
598.6453,33.72474,6886.022,343136.4,6950.135,12681.05,12681.05,7603.184
598.646,33.70625,6826.341,343196.1,6950.138,12681.05,12681.05,7603.185
598.6454,33.72641,6764.364,343134.1,6950.138,12681.06,12681.06,7603.185
598.6459,33.70456,6824.044,343198.3,6950.141,12681.06,12681.06,7603.185
598.6454,33.72263,6771.255,343251.1,6950.141,12681.06,12681.06,7603.186
598.6457,33.70706,6840.112,343182.3,6950.144,12681.06,12681.06,7603.186
598.6458,33.71239,6782.733,343239.6,6950.146,12681.07,12681.07,7603.186
598.645,33.7094,6858.468,343163.9,6950.147,12681.07,12681.07,7603.186
598.6456,33.70776,6798.802,343223.5,6950.149,12681.07,12681.07,7603.187
598.645,33.71399,6865.359,343154.7,6950.15,12681.07,12681.07,7603.187
598.6459,33.70766,6805.691,343216.6,6950.152,12681.08,12681.08,7603.187
598.6453,33.71868,6874.549,343147.8,6950.152,12681.08,12681.08,7603.187
598.6458,33.70458,6819.459,343202.8,6950.155,12681.08,12681.08,7603.188
598.6453,33.72361,6886.026,343136.3,6950.155,12681.08,12681.08,7603.188
598.646,33.70569,6819.462,343202.8,6950.158,12681.09,12681.09,7603.188
598.6454,33.72538,6764.371,343134.0,6950.158,12681.09,12681.09,7603.189
598.6456,33.70364,6830.934,343191.3,6950.161,12681.09,12681.09,7603.189
598.6453,33.72152,6771.263,343251.0,6950.16,12681.1,12681.1,7603.189
598.6456,33.70506,6833.232,343189.0,6950.164,12681.1,12681.1,7603.189
598.6454,33.71526,6775.854,343246.4,6950.166,12681.1,12681.1,7603.19
598.6451,33.70449,6844.701,343177.5,6950.167,12681.1,12681.1,7603.19
598.6451,33.71584,6778.151,343244.1,6950.169,12681.11,12681.11,7603.19
598.6451,33.70605,6847.001,343175.2,6950.169,12681.11,12681.11,7603.19
598.6456,33.71353,6785.04,343237.2,6950.171,12681.11,12681.11,7603.191
598.6454,33.70747,6847.006,343175.2,6950.172,12681.11,12681.11,7603.191
598.6458,33.70903,6791.925,343230.3,6950.174,12681.12,12681.12,7603.191
598.6451,33.70956,6858.479,343163.7,6950.175,12681.12,12681.12,7603.191
598.6459,33.70785,6798.813,343223.4,6950.177,12681.13,12681.13,7603.192
598.6452,33.71725,6874.554,343147.6,6950.178,12681.13,12681.13,7603.192
598.6457,33.70244,6817.17,343205.0,6950.18,12681.13,12681.13,7603.192
598.6448,33.72149,6886.028,343136.1,6950.181,12681.13,12681.13,7603.192
598.6455,33.70367,6826.353,343195.8,6950.183,12681.13,12681.13,7603.193
598.6451,33.72768,6764.382,343129.2,6950.183,12681.14,12681.14,7603.193
598.6457,33.70594,6833.243,343188.9,6950.186,12681.14,12681.14,7603.193
598.6456,33.71638,6778.159,343244.0,6950.188,12681.15,12681.15,7603.194
598.6454,33.70683,6844.716,343177.4,6950.189,12681.15,12681.15,7603.194
598.6458,33.7142,6785.048,343237.1,6950.191,12681.15,12681.15,7603.194
598.6454,33.71219,6860.788,343161.3,6950.192,12681.15,12681.15,7603.194
598.646,33.70547,6803.409,343216.4,6950.194,12681.16,12681.16,7603.195
598.6451,33.71861,6879.149,343142.9,6950.195,12681.16,12681.16,7603.195
598.6459,33.70451,6819.476,343202.6,6950.197,12681.16,12681.16,7603.195
598.6453,33.7242,6764.386,343133.7,6950.197,12681.17,12681.17,7603.196
598.6454,33.70193,6830.944,343191.1,6950.2,12681.17,12681.17,7603.196
598.645,33.71974,6771.277,343250.8,6950.2,12681.17,12681.17,7603.197
598.6452,33.70409,6840.128,343181.9,6950.203,12681.17,12681.17,7603.197
598.6452,33.7212,6771.279,343250.8,6950.202,12681.18,12681.18,7603.197
598.6456,33.70552,6840.133,343181.9,6950.206,12681.18,12681.18,7603.197
598.6455,33.71505,6778.166,343243.8,6950.208,12681.18,12681.18,7603.198
598.6453,33.70523,6844.72,343177.3,6950.209,12681.18,12681.18,7603.198
598.6457,33.71279,6785.055,343236.9,6950.211,12681.19,12681.19,7603.198
598.6453,33.7109,6860.791,343161.2,6950.211,12681.19,12681.19,7603.198
598.6459,33.70393,6803.414,343218.6,6950.214,12681.19,12681.19,7603.199
598.645,33.71385,6872.264,343149.7,6950.214,12681.19,12681.19,7603.199
598.6458,33.70377,6812.596,343209.3,6950.217,12681.2,12681.2,7603.199
598.6451,33.71953,6879.157,343140.5,6950.217,12681.2,12681.2,7603.199
598.6459,33.70507,6826.371,343195.6,6950.22,12681.2,12681.2,7603.2
598.6456,33.72024,6771.285,343250.7,6950.219,12681.21,12681.21,7603.2
598.6456,33.70509,6840.138,343181.8,6950.223,12681.21,12681.21,7603.2
598.6458,33.71753,6778.174,343243.7,6950.225,12681.21,12681.21,7603.201
598.6458,33.7076,6847.027,343174.9,6950.226,12681.21,12681.21,7603.201
598.6461,33.709,6791.946,343229.9,6950.228,12681.22,12681.22,7603.201
598.6454,33.70927,6858.5,343163.4,6950.229,12681.22,12681.22,7603.201
598.6461,33.70749,6798.833,343223.0,6950.231,12681.22,12681.22,7603.202
598.6454,33.71679,6874.573,343147.3,6950.231,12681.22,12681.22,7603.202
598.6458,33.70175,6817.189,343204.7,6950.234,12681.23,12681.23,7603.202
598.645,33.72075,6886.046,343135.8,6950.234,12681.23,12681.23,7603.202
598.6456,33.70285,6826.372,343195.5,6950.237,12681.23,12681.23,7603.203
598.6453,33.7266,6764.402,343128.9,6950.237,12681.24,12681.24,7603.203
598.6459,33.70483,6833.262,343188.6,6950.24,12681.24,12681.24,7603.203
598.6457,33.71524,6778.179,343243.6,6950.242,12681.24,12681.24,7603.204
598.6454,33.7072,6851.619,343170.2,6950.243,12681.24,12681.24,7603.204
598.646,33.70985,6791.954,343229.8,6950.245,12681.25,12681.25,7603.205
598.6456,33.7109,6860.804,343161.0,6950.246,12681.25,12681.25,7603.205
598.6461,33.70402,6803.427,343218.3,6950.248,12681.25,12681.25,7603.205
598.6453,33.71085,6865.39,343156.4,6950.249,12681.25,12681.25,7603.205
598.646,33.70369,6812.609,343209.2,6950.25,12681.26,12681.26,7603.206
598.6454,33.72328,6762.111,343133.4,6950.251,12681.26,12681.26,7603.206
598.6454,33.70075,6830.962,343190.8,6950.254,12681.26,12681.26,7603.206
598.6451,33.71857,6771.297,343250.4,6950.253,12681.27,12681.27,7603.207
598.6453,33.70294,6840.146,343181.6,6950.257,12681.27,12681.27,7603.207
598.6458,33.70874,6791.958,343229.8,6950.259,12681.27,12681.27,7603.207
598.6453,33.71255,6867.693,343154.0,6950.259,12681.27,12681.27,7603.207
598.6458,33.7016,6817.2,343202.2,6950.262,12681.28,12681.28,7603.208
598.6453,33.72452,6764.412,343128.8,6950.262,12681.29,12681.29,7603.208
598.6456,33.70537,6847.037,343174.6,6950.265,12681.29,12681.29,7603.208
598.6459,33.70427,6796.548,343225.1,6950.268,12681.29,12681.29,7603.208
598.645,33.71239,6872.279,343149.4,6950.268,12681.29,12681.29,7603.208
598.6458,33.7023,6812.615,343209.0,6950.271,12681.29,12681.29,7603.209
598.6451,33.72161,6886.061,343135.6,6950.271,12681.29,12681.29,7603.209
598.6458,33.70395,6833.272,343188.3,6950.273,12681.3,12681.3,7603.209
598.6457,33.71437,6778.192,343243.4,6950.276,12681.31,12681.31,7603.21
598.6456,33.70356,6837.859,343181.4,6950.276,12681.31,12681.31,7603.21
598.6457,33.7159,6778.194,343243.4,6950.279,12681.31,12681.31,7603.21
598.6456,33.70786,6853.929,343167.7,6950.279,12681.31,12681.31,7603.21
598.6461,33.70512,6798.85,343222.7,6950.282,12681.32,12681.32,7603.211
598.6453,33.71317,6872.288,343149.3,6950.282,12681.32,12681.32,7603.211
598.6461,33.70301,6812.622,343208.9,6950.285,12681.32,12681.32,7603.211
598.6454,33.72259,6764.42,343133.2,6950.285,12681.33,12681.33,7603.212
598.6455,33.70021,6830.975,343190.6,6950.288,12681.33,12681.33,7603.212
598.6453,33.7136,6778.197,343243.3,6950.29,12681.33,12681.33,7603.213
598.6453,33.70374,6847.042,343174.5,6950.291,12681.33,12681.33,7603.213
598.6457,33.71128,6785.085,343236.4,6950.292,12681.34,12681.34,7603.213
598.6454,33.70928,6860.818,343160.7,6950.293,12681.34,12681.34,7603.213
598.6459,33.70262,6805.739,343215.8,6950.296,12681.34,12681.34,7603.214
598.6452,33.71617,6872.292,343142.3,6950.296,12681.34,12681.34,7603.214
598.6459,33.70163,6826.394,343195.1,6950.299,12681.35,12681.35,7603.214
598.6454,33.71689,6771.314,343250.2,6950.298,12681.35,12681.35,7603.215
598.6453,33.70208,6844.748,343176.7,6950.302,12681.35,12681.35,7603.215
598.6457,33.70671,6791.973,343229.5,6950.304,12681.36,12681.36,7603.215
598.6451,33.71062,6867.704,343153.8,6950.305,12681.36,12681.36,7603.215
598.6461,33.70459,6805.747,343215.7,6950.307,12681.36,12681.36,7603.216
598.6454,33.71554,6874.599,343146.8,6950.308,12681.36,12681.36,7603.216
598.646,33.7014,6819.513,343201.9,6950.31,12681.37,12681.37,7603.216
598.6455,33.72474,6764.43,343128.4,6950.31,12681.37,12681.37,7603.217
598.6461,33.70256,6826.401,343195.0,6950.313,12681.37,12681.37,7603.217
598.6458,33.7134,6778.207,343243.2,6950.315,12681.38,12681.38,7603.217
598.6456,33.7049,6851.642,343169.7,6950.316,12681.38,12681.38,7603.217
598.6461,33.70765,6791.98,343229.4,6950.318,12681.38,12681.38,7603.218
598.6455,33.71458,6874.599,343146.8,6950.319,12681.38,12681.38,7603.218
598.6458,33.69941,6824.103,343197.3,6950.321,12681.39,12681.39,7603.218
598.6451,33.72269,6764.434,343128.4,6950.321,12681.39,12681.39,7603.219
598.6455,33.70208,6840.17,343181.2,6950.324,12681.39,12681.39,7603.219
598.6458,33.71119,6785.098,343236.2,6950.327,12681.4,12681.4,7603.219
598.6456,33.70684,6853.945,343167.4,6950.327,12681.4,12681.4,7603.219
598.6461,33.70243,6805.751,343215.6,6950.33,12681.4,12681.4,7603.22
598.6454,33.71603,6879.191,343142.1,6950.33,12681.4,12681.4,7603.22
598.6461,33.70182,6819.523,343201.8,6950.333,12681.41,12681.41,7603.221
598.6457,33.71696,6771.328,343249.9,6950.332,12681.41,12681.41,7603.221
598.6456,33.70221,6844.762,343176.5,6950.335,12681.41,12681.41,7603.221
598.6458,33.70981,6785.101,343236.2,6950.338,12681.42,12681.42,7603.222
598.6454,33.70792,6860.831,343160.4,6950.338,12681.42,12681.42,7603.222
598.6459,33.7003,6803.458,343217.8,6950.341,12681.42,12681.42,7603.222
598.645,33.71019,6872.299,343148.9,6950.341,12681.42,12681.42,7603.222
598.6457,33.69941,6819.523,343201.7,6950.344,12681.43,12681.43,7603.223
598.6453,33.72281,6764.443,343128.3,6950.344,12681.43,12681.43,7603.223
598.6457,33.70212,6840.179,343181.0,6950.347,12681.43,12681.43,7603.223
598.6458,33.70803,6785.104,343236.1,6950.349,12681.44,12681.44,7603.224
598.6454,33.70341,6851.65,343169.5,6950.35,12681.44,12681.44,7603.224
598.6459,33.7062,6791.991,343229.2,6950.352,12681.45,12681.45,7603.224
598.6454,33.70737,6860.835,343160.3,6950.353,12681.45,12681.45,7603.224
598.646,33.70028,6803.464,343217.7,6950.355,12681.45,12681.45,7603.225
598.645,33.71024,6872.306,343148.8,6950.355,12681.45,12681.45,7603.225
598.6458,33.70015,6812.645,343208.5,6950.358,12681.46,12681.46,7603.225
598.6451,33.71574,6879.198,343141.9,6950.358,12681.46,12681.46,7603.225
598.6459,33.70134,6826.417,343194.7,6950.361,12681.46,12681.46,7603.226
598.6456,33.71653,6771.338,343249.8,6950.36,12681.47,12681.47,7603.226
598.6456,33.70141,6837.888,343180.9,6950.364,12681.47,12681.47,7603.226
598.6458,33.71375,6778.227,343242.9,6950.366,12681.47,12681.47,7603.227
598.6458,33.70386,6847.072,343174.0,6950.367,12681.47,12681.47,7603.227
598.6461,33.70529,6791.997,343229.1,6950.369,12681.48,12681.48,7603.227
598.6454,33.70649,6862.214,343158.8,6950.37,12681.48,12681.48,7603.227
598.6459,33.70014,6805.765,343215.3,6950.372,12681.48,12681.48,7603.228
598.6452,33.7114,6874.608,343146.4,6950.372,12681.48,12681.48,7603.228
598.6455,33.69631,6824.118,343196.9,6950.375,12681.49,12681.49,7603.228
598.6449,33.71968,6764.454,343128.1,6950.375,12681.49,12681.49,7603.229
598.6453,33.69919,6840.183,343180.8,6950.378,12681.49,12681.49,7603.229
598.6456,33.70843,6785.117,343235.9,6950.38,12681.5,12681.5,7603.229
598.6454,33.70421,6853.958,343167.0,6950.38,12681.5,12681.5,7603.229
598.6459,33.69992,6805.769,343215.2,6950.383,12681.5,12681.5,7603.23
598.6451,33.71364,6879.203,343141.8,6950.383,12681.5,12681.5,7603.23
598.6459,33.69953,6819.54,343201.4,6950.386,12681.51,12681.51,7603.23
598.6455,33.71476,6771.347,343249.6,6950.386,12681.51,12681.51,7603.231
598.6455,33.69881,6837.893,343183.1,6950.389,12681.51,12681.51,7603.231
598.6456,33.70778,6785.121,343235.8,6950.391,12681.52,12681.52,7603.231
598.6454,33.70366,6853.96,343167.0,6950.392,12681.52,12681.52,7603.231
598.6458,33.70024,6796.592,343224.3,6950.394,12681.52,12681.52,7603.232
598.6448,33.70536,6865.428,343155.5,6950.395,12681.52,12681.52,7603.232
598.6456,33.69819,6812.657,343208.3,6950.397,12681.53,12681.53,7603.232
598.645,33.71696,6886.094,343134.8,6950.397,12681.53,12681.53,7603.232
598.6457,33.69947,6833.312,343187.6,6950.4,12681.53,12681.53,7603.233
598.6456,33.71,6778.238,343242.7,6950.402,12681.54,12681.54,7603.233
598.6454,33.70006,6844.782,343176.1,6950.403,12681.54,12681.54,7603.233
598.6458,33.7046,6792.011,343228.8,6950.405,12681.54,12681.54,7603.234
598.6453,33.70851,6867.736,343153.1,6950.406,12681.54,12681.54,7603.234
598.6459,33.69873,6803.482,343217.4,6950.408,12681.55,12681.55,7603.234
598.6449,33.70871,6872.321,343148.5,6950.409,12681.55,12681.55,7603.234
598.6456,33.69809,6819.547,343201.3,6950.411,12681.55,12681.55,7603.235
598.6451,33.71796,6886.101,343134.7,6950.412,12681.55,12681.55,7603.235
598.6458,33.70033,6833.319,343187.5,6950.414,12681.56,12681.56,7603.235
598.6457,33.71077,6778.244,343242.6,6950.417,12681.56,12681.56,7603.236
598.6454,33.70292,6851.674,343169.1,6950.417,12681.56,12681.56,7603.236
598.646,33.70553,6792.017,343228.8,6950.419,12681.57,12681.57,7603.237
598.6455,33.70927,6867.745,343153.0,6950.42,12681.57,12681.57,7603.237
598.646,33.6979,6817.256,343203.5,6950.422,12681.57,12681.57,7603.237
598.6455,33.71585,6771.362,343249.4,6950.422,12681.58,12681.58,7603.238
598.6456,33.7017,6847.089,343173.7,6950.426,12681.58,12681.58,7603.238
598.6459,33.70025,6796.605,343224.1,6950.428,12681.58,12681.58,7603.238
598.645,33.70528,6865.441,343155.3,6950.429,12681.58,12681.58,7603.238
598.6458,33.69918,6805.787,343214.9,6950.431,12681.59,12681.59,7603.239
598.6451,33.71316,6879.219,343141.5,6950.431,12681.59,12681.59,7603.239
598.6459,33.6988,6826.44,343194.3,6950.434,12681.59,12681.59,7603.239
598.6457,33.70973,6778.251,343242.4,6950.437,12681.6,12681.6,7603.24
598.6455,33.69989,6844.794,343175.9,6950.437,12681.6,12681.6,7603.24
598.6461,33.702,6798.908,343221.8,6950.439,12681.6,12681.6,7603.24
598.6454,33.71131,6874.635,343146.0,6950.44,12681.6,12681.6,7603.24
598.6459,33.69659,6817.262,343203.4,6950.442,12681.61,12681.61,7603.241
598.6452,33.7197,6764.48,343127.7,6950.442,12681.62,12681.62,7603.241
598.6456,33.69916,6840.209,343180.4,6950.445,12681.62,12681.62,7603.241
598.646,33.70556,6792.028,343228.6,6950.448,12681.62,12681.62,7603.242
598.6456,33.70652,6860.87,343159.8,6950.448,12681.62,12681.62,7603.242
598.6461,33.6987,6812.678,343207.9,6950.451,12681.63,12681.63,7603.242
598.6454,33.71365,6879.229,343141.4,6950.451,12681.63,12681.63,7603.242
598.6462,33.69928,6826.449,343194.1,6950.454,12681.63,12681.63,7603.243
598.6459,33.7101,6778.259,343242.3,6950.456,12681.64,12681.64,7603.243
598.6458,33.69987,6844.803,343175.8,6950.457,12681.64,12681.64,7603.243
598.6461,33.70432,6792.031,343228.5,6950.459,12681.64,12681.64,7603.244
598.6456,33.70813,6867.756,343152.8,6950.459,12681.64,12681.64,7603.244
598.646,33.6962,6817.268,343203.3,6950.462,12681.65,12681.65,7603.244
598.6452,33.71932,6764.488,343127.5,6950.462,12681.65,12681.65,7603.245
598.6456,33.69871,6840.216,343180.3,6950.465,12681.65,12681.65,7603.245
598.6461,33.70474,6792.035,343228.5,6950.467,12681.66,12681.66,7603.246
598.6456,33.70574,6860.875,343159.6,6950.468,12681.66,12681.66,7603.246
598.6462,33.69793,6812.685,343207.8,6950.47,12681.66,12681.66,7603.246
598.6454,33.71262,6879.233,343141.3,6950.471,12681.66,12681.66,7603.246
598.6462,33.69837,6826.455,343194.0,6950.473,12681.67,12681.67,7603.247
598.6458,33.71354,6771.381,343249.1,6950.473,12681.67,12681.67,7603.247
598.6456,33.69832,6844.807,343175.7,6950.477,12681.67,12681.67,7603.247
598.646,33.70301,6792.037,343228.4,6950.479,12681.68,12681.68,7603.248
598.6454,33.70416,6860.874,343159.6,6950.479,12681.68,12681.68,7603.248
598.6459,33.6953,6810.39,343210.0,6950.482,12681.68,12681.68,7603.248
598.645,33.71356,6886.114,343134.3,6950.482,12681.68,12681.68,7603.248
598.6454,33.69705,6840.22,343180.2,6950.485,12681.69,12681.69,7603.249
598.6458,33.70592,6785.156,343235.3,6950.487,12681.69,12681.69,7603.249
598.6454,33.704,6860.877,343159.5,6950.488,12681.69,12681.69,7603.249
598.646,33.69631,6812.689,343207.7,6950.49,12681.7,12681.7,7603.25
598.6453,33.71083,6879.235,343141.1,6950.49,12681.7,12681.7,7603.25
598.6458,33.69817,6840.226,343180.1,6950.493,12681.7,12681.7,7603.25
598.6458,33.70364,6782.862,343235.2,6950.496,12681.71,12681.71,7603.25
598.6451,33.70076,6858.577,343161.8,6950.496,12681.71,12681.71,7603.25
598.6458,33.69746,6805.811,343214.5,6950.499,12681.71,12681.71,7603.251
598.6451,33.71189,6879.239,343141.1,6950.499,12681.71,12681.71,7603.251
598.6461,33.69754,6819.581,343200.7,6950.501,12681.72,12681.72,7603.251
598.6456,33.71269,6771.392,343248.9,6950.501,12681.72,12681.72,7603.252
598.6456,33.69885,6844.817,343175.5,6950.504,12681.72,12681.72,7603.252
598.6461,33.70318,6792.048,343228.3,6950.507,12681.73,12681.73,7603.253
598.6456,33.70424,6860.885,343159.4,6950.507,12681.73,12681.73,7603.253
598.6461,33.69628,6810.403,343209.9,6950.51,12681.73,12681.73,7603.253
598.6454,33.71857,6764.507,343127.3,6950.51,12681.74,12681.74,7603.254
598.6458,33.698,6840.233,343180.0,6950.513,12681.74,12681.74,7603.254
598.6459,33.70045,6789.753,343230.5,6950.515,12681.74,12681.74,7603.254
598.645,33.70601,6872.353,343147.9,6950.516,12681.74,12681.74,7603.254
598.6458,33.69579,6812.7,343207.5,6950.518,12681.75,12681.75,7603.255
598.6451,33.71092,6879.245,343141.0,6950.519,12681.75,12681.75,7603.255
598.6459,33.69658,6826.47,343193.7,6950.521,12681.75,12681.75,7603.255
598.6459,33.70387,6785.168,343235.0,6950.523,12681.76,12681.76,7603.256
598.6454,33.69939,6851.706,343168.5,6950.524,12681.76,12681.76,7603.256
598.6461,33.6998,6798.939,343221.2,6950.526,12681.76,12681.76,7603.256
598.6454,33.70911,6874.661,343145.5,6950.527,12681.76,12681.76,7603.256
598.6458,33.69461,6831.057,343189.1,6950.53,12681.77,12681.77,7603.257
598.6456,33.70811,6778.288,343241.8,6950.532,12681.78,12681.78,7603.257
598.6454,33.70026,6854.005,343166.1,6950.533,12681.78,12681.78,7603.257
598.6462,33.70098,6798.944,343221.2,6950.535,12681.78,12681.78,7603.258
598.6456,33.71014,6874.668,343145.4,6950.536,12681.78,12681.78,7603.258
598.6461,33.69597,6826.475,343193.6,6950.538,12681.79,12681.79,7603.258
598.6458,33.71425,6771.406,343248.7,6950.538,12681.79,12681.79,7603.259
598.6459,33.69991,6847.129,343173.0,6950.541,12681.79,12681.79,7603.259
598.6463,33.69618,6810.416,343207.4,6950.543,12681.8,12681.8,7603.259
598.6456,33.71422,6886.141,343133.9,6950.544,12681.8,12681.8,7603.259
598.6459,33.69728,6840.245,343179.8,6950.547,12681.8,12681.8,7603.26
598.6461,33.69941,6789.766,343230.3,6950.549,12681.81,12681.81,7603.26
598.6452,33.69958,6858.594,343161.4,6950.55,12681.81,12681.81,7603.26
598.6459,33.69619,6805.829,343214.2,6950.552,12681.81,12681.81,7603.261
598.6452,33.71041,6879.255,343140.8,6950.552,12681.81,12681.81,7603.261
598.6461,33.69608,6819.599,343200.4,6950.555,12681.82,12681.82,7603.262
598.6457,33.71125,6771.412,343248.6,6950.555,12681.82,12681.82,7603.262
598.6456,33.69896,6851.718,343168.3,6950.558,12681.82,12681.82,7603.262
598.6461,33.70165,6792.068,343227.9,6950.56,12681.83,12681.83,7603.263
598.6456,33.71204,6881.558,343138.4,6950.561,12681.83,12681.83,7603.263
598.646,33.6938,6824.187,343195.8,6950.563,12681.83,12681.83,7603.263
598.6457,33.70761,6778.3,343241.7,6950.566,12681.84,12681.84,7603.264
598.6457,33.69789,6847.133,343172.8,6950.566,12681.84,12681.84,7603.264
598.6459,33.69446,6803.538,343216.4,6950.569,12681.84,12681.84,7603.264
598.645,33.70729,6879.252,343140.7,6950.569,12681.84,12681.84,7603.264
598.6455,33.69363,6833.365,343186.5,6950.572,12681.85,12681.85,7603.265
598.6458,33.70348,6785.188,343234.7,6950.574,12681.85,12681.85,7603.265
598.6456,33.6993,6854.019,343165.9,6950.575,12681.85,12681.85,7603.265
598.646,33.69393,6812.72,343207.2,6950.578,12681.86,12681.86,7603.266
598.6453,33.71173,6886.146,343133.7,6950.578,12681.86,12681.86,7603.266
598.6458,33.69451,6833.37,343186.5,6950.581,12681.86,12681.86,7603.266
598.6458,33.70145,6782.895,343234.7,6950.583,12681.87,12681.87,7603.267
598.6451,33.69843,6858.604,343161.2,6950.583,12681.87,12681.87,7603.267
598.6458,33.6951,6805.841,343214.0,6950.586,12681.87,12681.87,7603.267
598.6452,33.71332,6886.15,343133.7,6950.586,12681.87,12681.87,7603.267
598.646,33.69525,6826.493,343193.3,6950.589,12681.88,12681.88,7603.268
598.6459,33.70255,6785.194,343234.6,6950.591,12681.88,12681.88,7603.268
598.6454,33.7005,6858.613,343161.2,6950.592,12681.88,12681.88,7603.268
598.6462,33.69687,6805.847,343213.9,6950.594,12681.89,12681.89,7603.269
598.6456,33.71136,6881.569,343138.2,6950.595,12681.89,12681.89,7603.269
598.6459,33.69359,6831.081,343188.7,6950.597,12681.89,12681.89,7603.27
598.6459,33.70329,6785.198,343234.6,6950.6,12681.9,12681.9,7603.27
598.6455,33.70412,6867.797,343151.9,6950.6,12681.9,12681.9,7603.27
598.6459,33.69206,6817.315,343202.4,6950.603,12681.9,12681.9,7603.271
598.6451,33.71509,6764.542,343126.7,6950.603,12681.91,12681.91,7603.271
598.6455,33.69442,6840.26,343179.4,6950.606,12681.91,12681.91,7603.271
598.6458,33.70338,6785.201,343234.5,6950.608,12681.92,12681.92,7603.271
598.6455,33.70139,6860.916,343158.8,6950.609,12681.92,12681.92,7603.271
598.6461,33.69366,6812.732,343206.9,6950.611,12681.92,12681.92,7603.272
598.6454,33.71206,6886.159,343133.5,6950.611,12681.92,12681.92,7603.272
598.6459,33.69464,6833.383,343186.3,6950.614,12681.92,12681.92,7603.272
598.6461,33.6985,6789.792,343227.6,6950.617,12681.93,12681.93,7603.273
598.6453,33.69851,6858.617,343161.0,6950.617,12681.93,12681.93,7603.273
598.646,33.69398,6812.736,343206.9,6950.62,12681.94,12681.94,7603.273
598.6454,33.71344,6886.164,343133.5,6950.62,12681.94,12681.94,7603.273
598.646,33.69667,6840.272,343179.3,6950.623,12681.94,12681.94,7603.274
598.6461,33.70247,6785.207,343234.4,6950.625,12681.95,12681.95,7603.274
598.6455,33.70304,6865.51,343154.1,6950.625,12681.95,12681.95,7603.274
598.6464,33.6956,6812.743,343206.8,6950.628,12681.95,12681.95,7603.275
598.6458,33.71503,6764.552,343131.1,6950.628,12681.96,12681.96,7603.275
598.6459,33.69556,6844.859,343174.7,6950.631,12681.96,12681.96,7603.275
598.6463,33.69764,6798.978,343220.6,6950.634,12681.96,12681.96,7603.276
598.6457,33.70382,6867.809,343151.8,6950.634,12681.96,12681.96,7603.276
598.6459,33.69128,6824.21,343195.3,6950.637,12681.97,12681.97,7603.276
598.6454,33.70963,6771.442,343248.1,6950.636,12681.97,12681.97,7603.277
598.6455,33.69547,6847.155,343172.4,6950.64,12681.97,12681.97,7603.277
598.6461,33.70009,6792.098,343227.4,6950.642,12681.98,12681.98,7603.278
598.6456,33.7064,6874.698,343151.8,6950.643,12681.98,12681.98,7603.278
598.646,33.69241,6826.509,343193.0,6950.645,12681.98,12681.98,7603.278
598.6461,33.70239,6785.215,343234.3,6950.647,12681.99,12681.99,7603.279
598.6457,33.70043,6860.928,343158.5,6950.648,12681.99,12681.99,7603.279
598.6461,33.69149,6824.216,343195.3,6950.651,12681.99,12681.99,7603.279
598.6454,33.71471,6764.561,343126.4,6950.651,12682.0,12682.0,7603.28
598.6457,33.6956,6847.161,343172.3,6950.654,12682.0,12682.0,7603.28
598.646,33.0198,6827.412,343198.4,6950.656,12682.0,12682.0,6721.459
598.6471,31.58451,6990.167,343036.3,6950.655,12682.0,12682.0,6721.459
598.6551,30.47653,7024.712,343002.8,6950.655,12682.01,12682.01,6721.46
598.6685,29.58806,7190.282,342838.5,6950.651,12682.01,12682.01,6721.46
598.691,28.85974,7247.265,342783.0,6950.649,12682.01,12682.01,6721.461
598.7207,28.33505,7325.475,342582.6,6950.644,12682.02,12682.02,6721.461
598.7596,27.94606,7538.678,342495.0,6950.64,12682.02,12682.02,6721.461
598.8199,27.71679,7698.352,342337.5,6950.634,12682.02,12682.02,6721.462
598.8776,27.66747,7927.765,342108.1,6950.627,12682.02,12682.02,6721.462
598.9584,27.76843,8061.332,341973.8,6950.62,12682.03,12682.03,6721.462
599.0459,27.97029,8289.709,341743.9,6950.612,12682.03,12682.03,6721.462
599.1516,28.31676,8385.868,341646.3,6950.606,12682.03,12682.03,6721.463
599.2653,28.75451,8592.279,341437.8,6950.6,12682.03,12682.03,6721.463
599.3992,29.31868,8660.385,341367.6,6950.596,12682.04,12682.04,6721.463
599.5215,29.91038,8806.247,341219.3,6950.593,12682.04,12682.04,6721.463
599.6394,30.47261,8797.21,341226.4,6950.594,12682.04,12682.04,6721.464
599.7649,31.13311,8770.351,341126.0,6950.594,12682.05,12682.05,6721.464
599.8738,31.72153,8840.359,341180.2,6950.598,12682.05,12682.05,6721.464
599.9713,32.27994,8778.637,341242.0,6950.6,12682.05,12682.05,6721.465
